,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_voting__voting,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,3.595903158187866,0.07122924051650073,0.10711493492126464,0.012410285141573113,10,hard,"{'pca__n_components': 10, 'voting__voting': 'hard'}",0.9349112426035503,0.9404761904761905,0.9359756097560976,0.937125748502994,0.9177877428998505,0.9332553068477367,0.007956245152142924,2
1,3.155399036407471,0.33547700853264995,0.10227198600769043,0.01233369668756161,10,soft,"{'pca__n_components': 10, 'voting__voting': 'soft'}",0.9352941176470588,0.9420505200594353,0.9331306990881459,0.9404761904761905,0.9153046062407132,0.9332512267023088,0.009548788210334894,3
2,8.472032403945922,0.11314894183855838,0.20589823722839357,0.015236350289210476,100,hard,"{'pca__n_components': 100, 'voting__voting': 'hard'}",0.9288956127080181,0.9402756508422665,0.9261538461538461,0.9484848484848485,0.9046153846153846,0.9296850685608729,0.014880685357919856,4
3,6.569500589370728,1.23621275461541,0.14347925186157226,0.0331993193672552,100,soft,"{'pca__n_components': 100, 'voting__voting': 'soft'}",0.9359165424739195,0.9420731707317073,0.9278033794162827,0.953662182361734,0.9193302891933028,0.9357571128353893,0.011778046783511624,1
