Model,Accuracy,Balanced Accuracy,F1 Score,AUC,Confusion Matrix
ada_boost_pca,0.9634703196347032,0.9606943636794383,0.9502487562189055,0.9754707702468898,"[[673, 20], [20, 382]]"
