,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ada_boost_l__estimator,param_ada_boost_l__learning_rate,param_ada_boost_l__n_estimators,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
46,2.5310443878173827,0.03805092424772884,0.05458087921142578,0.0098687242380324,LogisticRegression(),0.02,200,10,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 10}",0.9282576866764275,0.9354838709677419,0.9260935143288085,0.9451851851851852,0.9026548672566371,0.92753502488296,0.01411619459365689,103
47,2.766867923736572,0.04202737829597562,0.053261089324951175,0.0006374600790831731,LogisticRegression(),0.02,200,12,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 12}",0.9323529411764706,0.9364844903988183,0.9397590361445783,0.9408284023668639,0.9104258443465492,0.9319701428866562,0.011169765322319915,48
48,3.09386305809021,0.07249058305647536,0.06182708740234375,0.006577217957935947,LogisticRegression(),0.02,200,15,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 15}",0.9296187683284457,0.9513991163475699,0.9375,0.9601181683899557,0.9212481426448736,0.939976839142169,0.01414446885556936,28
49,3.548397254943848,0.06493010092776015,0.0526883602142334,0.004640463454926589,LogisticRegression(),0.02,200,25,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 25}",0.9401459854014599,0.943952802359882,0.9397590361445783,0.96,0.9244444444444444,0.941660453670073,0.01134807295097304,12
50,3.4040199756622314,0.21342002499166568,0.06943044662475586,0.00856413206143228,LogisticRegression(),0.02,300,8,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 8}",0.9309838472834068,0.9325513196480938,0.9383458646616541,0.9378698224852071,0.9074889867841409,0.9294479681725004,0.011351535320253871,75
51,3.688536357879639,0.15764929111649365,0.0687260627746582,0.008762655848179896,LogisticRegression(),0.02,300,10,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 10}",0.9298245614035088,0.9354838709677419,0.927710843373494,0.9453471196454948,0.9045521292217328,0.9285837049223945,0.013479188457610697,87
52,3.664948654174805,0.08525274254580634,0.09461784362792969,0.02004901514001995,LogisticRegression(),0.02,300,12,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 12}",0.9309838472834068,0.9351032448377581,0.9413533834586466,0.9394387001477105,0.9104258443465492,0.9314610040148142,0.011112824534542392,57
53,3.9830423831939696,0.1466342544609142,0.0814903736114502,0.014156415895801614,LogisticRegression(),0.02,300,15,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 15}",0.9284671532846716,0.9513991163475699,0.9375,0.9601181683899557,0.9203539823008849,0.9395676840646164,0.01455313459241904,32
54,4.602885961532593,0.04630073962006114,0.08016276359558105,0.014698306027411467,LogisticRegression(),0.02,300,25,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 25}",0.9354838709677419,0.9470588235294117,0.93993993993994,0.9598811292719168,0.9258160237388724,0.9416359574895765,0.011430561818481075,14
55,3.873972272872925,0.13127069096050348,0.09307212829589843,0.030799730012680094,LogisticRegression(),0.02,400,8,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 400, 'pca__n_components': 8}",0.9296187683284457,0.931185944363104,0.9355322338830585,0.9378698224852071,0.9074889867841409,0.9283391511687913,0.010835544666598456,95
56,3.6937660217285155,0.36043911737191436,0.0799642562866211,0.021680486263772003,LogisticRegression(),0.02,400,10,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 400, 'pca__n_components': 10}",0.9298245614035088,0.9354838709677419,0.927710843373494,0.9453471196454948,0.9045521292217328,0.9285837049223945,0.013479188457610697,87
57,3.90153169631958,0.28907057316629786,0.07182860374450684,0.008355140796250342,LogisticRegression(),0.02,400,12,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 400, 'pca__n_components': 12}",0.931185944363104,0.9351032448377581,0.9397590361445783,0.9394387001477105,0.9090909090909091,0.9309155669168121,0.011355845962365685,59
58,4.037934637069702,0.48361752747296927,0.07184357643127441,0.004186978210009811,LogisticRegression(),0.02,400,15,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 400, 'pca__n_components': 15}",0.9286754002911208,0.9518248175182482,0.9375,0.9601181683899557,0.9230769230769231,0.9402390618552496,0.013893655724567437,25
59,4.866426801681518,0.4799253372958452,0.09421343803405761,0.020092515521617386,LogisticRegression(),0.02,400,25,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.02, 'ada_boost_l__n_estimators': 400, 'pca__n_components': 25}",0.9420289855072463,0.9470588235294117,0.9445277361319341,0.9556213017751479,0.9228486646884273,0.9424171023264334,0.010802088873235615,5
60,1.8171361446380616,0.2419777468218955,0.03896493911743164,0.010256031661963734,LogisticRegression(),0.05,100,8,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 100, 'pca__n_components': 8}",0.9309838472834068,0.9325513196480938,0.9355322338830585,0.9378698224852071,0.9088235294117647,0.9291521505423063,0.010439018806086947,78
61,2.17065110206604,0.13146336669672024,0.0674361228942871,0.01244681723580532,LogisticRegression(),0.05,100,10,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 100, 'pca__n_components': 10}",0.9298245614035088,0.9341142020497804,0.927710843373494,0.9453471196454948,0.9032258064516129,0.9280445065847781,0.013823671179270566,101
62,2.2278611183166506,0.06173008104294765,0.06082148551940918,0.005663005205279682,LogisticRegression(),0.05,100,12,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 100, 'pca__n_components': 12}",0.9309838472834068,0.9380530973451328,0.9397590361445783,0.9408284023668639,0.9106881405563689,0.9320625047392701,0.01122489824265811,47
63,2.2801257133483888,0.07349326315255124,0.07021040916442871,0.02092616965106807,LogisticRegression(),0.05,100,15,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 100, 'pca__n_components': 15}",0.9300291545189504,0.9513991163475699,0.9359165424739195,0.9601181683899557,0.9189985272459499,0.9392923017952691,0.014760288695960726,34
64,2.754878807067871,0.044629085401816024,0.06876072883605958,0.017538136605148698,LogisticRegression(),0.05,100,25,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 100, 'pca__n_components': 25}",0.9341142020497804,0.9455081001472754,0.9417040358744395,0.9585798816568047,0.9260355029585798,0.9411883445373761,0.010963976370895252,16
65,2.5776752471923827,0.19307895322536073,0.057121562957763675,0.009531650540560259,LogisticRegression(),0.05,200,8,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 8}",0.9282576866764275,0.931185944363104,0.9355322338830585,0.9378698224852071,0.9088235294117647,0.9283338433639123,0.010310619325044533,96
66,2.542650604248047,0.27625233470055033,0.06381368637084961,0.01129256971486565,LogisticRegression(),0.05,200,10,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 10}",0.9298245614035088,0.9354838709677419,0.9293233082706767,0.9453471196454948,0.9032258064516129,0.928640933347807,0.013955054582069013,84
67,2.6643567085266113,0.17646298614811695,0.08062829971313476,0.03409349382800831,LogisticRegression(),0.05,200,12,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 12}",0.9309838472834068,0.9366715758468336,0.9397590361445783,0.9394387001477105,0.9106881405563689,0.9315082599957796,0.010875471491415102,55
68,2.672272205352783,0.19476367175805084,0.08984456062316895,0.017415670992829573,LogisticRegression(),0.05,200,15,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 15}",0.9282576866764275,0.9501466275659824,0.9375,0.9601181683899557,0.9189985272459499,0.9390042019756631,0.014750799719547805,38
69,3.2781317710876463,0.2491372966592278,0.07998743057250976,0.019749072798020535,LogisticRegression(),0.05,200,25,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 200, 'pca__n_components': 25}",0.9387755102040817,0.943952802359882,0.93993993993994,0.9601181683899557,0.9274074074074075,0.9420387656602534,0.010579781561543678,10
70,3.2489515781402587,0.4085410461055509,0.07442469596862793,0.013401127269622788,LogisticRegression(),0.05,300,8,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 8}",0.9282576866764275,0.931185944363104,0.9355322338830585,0.9378698224852071,0.9088235294117647,0.9283338433639123,0.010310619325044533,96
71,2.5440940380096437,0.5403118128309382,0.07342996597290039,0.01614669574309191,LogisticRegression(),0.05,300,10,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 10}",0.9298245614035088,0.9354838709677419,0.927710843373494,0.9453471196454948,0.9032258064516129,0.9283184403683704,0.01395419051868401,99
72,3.0587267875671387,0.7163976997686733,0.10422682762145996,0.053943711030875925,LogisticRegression(),0.05,300,12,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 12}",0.9309838472834068,0.9366715758468336,0.9413533834586466,0.9394387001477105,0.9106881405563689,0.9318271294585931,0.011133033378849144,53
73,2.7727051258087156,0.2275290236097416,0.09325404167175293,0.02098109979538231,LogisticRegression(),0.05,300,15,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 15}",0.9300291545189504,0.9472140762463344,0.9375,0.9601181683899557,0.9201183431952663,0.9389959484701013,0.01380355776594758,39
74,3.8541879653930664,0.08485784036634604,0.12213001251220704,0.02518170600605519,LogisticRegression(),0.05,300,25,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 300, 'pca__n_components': 25}",0.9403202328966521,0.9423929098966026,0.93993993993994,0.96,0.9303703703703704,0.9426046906207131,0.009639915712783576,3
75,4.2836709976196286,0.9747744231102466,0.11446537971496581,0.037691663744834625,LogisticRegression(),0.05,400,8,"{'ada_boost_l__estimator': LogisticRegression(), 'ada_boost_l__learning_rate': 0.05, 'ada_boost_l__n_estimators': 400, 'pca__n_components': 8}",0.9282576866764275,0.931185944363104,0.9355322338830585,0.9378698224852071,0.9088235294117647,0.9283338433639123,0.010310619325044533,96
