Model,Accuracy,Balanced Accuracy,F1 Score,AUC,Confusion Matrix
lda_pca_extra,0.9579908675799087,0.9474865930089811,0.9407216494845361,0.9926557687751718,"[[684, 9], [37, 365]]"
