mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn_pca__n_neighbors,param_knn_pca__p,param_knn_pca__weights,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9294078350067139,0.17158003115065387,0.028960514068603515,0.006492189960502223,5,1,distance,5,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 1, 'knn_pca__weights': 'distance', 'pca__n_components': 5}",0.8736681887366818,0.8732824427480916,0.8567119155354449,0.8728943338437979,0.9120715350223547,0.8777256831772743,0.018334467827008535,26
0.872742748260498,0.05226609086972092,0.03849701881408692,0.004827119504951089,5,1,distance,10,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 1, 'knn_pca__weights': 'distance', 'pca__n_components': 10}",0.9026275115919629,0.8924558587479936,0.8808777429467085,0.8836477987421384,0.9180834621329211,0.8955384748323449,0.013596754420012036,10
1.0562410831451416,0.02626704325495952,0.07413573265075683,0.006751121503745778,5,1,distance,20,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 1, 'knn_pca__weights': 'distance', 'pca__n_components': 20}",0.8731942215088283,0.8702791461412152,0.867741935483871,0.8949044585987261,0.9007874015748032,0.8813814326614887,0.013680577002878645,21
0.8636103630065918,0.022962445999442284,0.03817529678344726,0.0038833424343091977,5,2,uniform,5,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 2, 'knn_pca__weights': 'uniform', 'pca__n_components': 5}",0.8810975609756098,0.8658536585365854,0.8511278195488722,0.8810975609756098,0.9134328358208955,0.8785218871715145,0.020702470791432902,25
0.8519204139709473,0.022589554750582955,0.04572458267211914,0.0030020421225238347,5,2,uniform,10,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 2, 'knn_pca__weights': 'uniform', 'pca__n_components': 10}",0.9135802469135802,0.8817891373801917,0.8982785602503912,0.895800933125972,0.9155145929339478,0.9009926941208166,0.012429235912428494,5
1.063557243347168,0.020866562204537656,0.04288434982299805,0.01195841003215134,5,2,uniform,20,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 2, 'knn_pca__weights': 'uniform', 'pca__n_components': 20}",0.8736,0.8758169934640523,0.8796147672552167,0.8973143759873617,0.8928,0.8838292273413263,0.00947542773305105,16
0.8771548271179199,0.021987242580531464,0.02943758964538574,0.00693510430052871,5,2,distance,5,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 2, 'knn_pca__weights': 'distance', 'pca__n_components': 5}",0.8810975609756098,0.867175572519084,0.848575712143928,0.8871951219512195,0.9147982062780269,0.8797684347735736,0.021979869314262587,23
0.8748044013977051,0.020080328560115532,0.02987499237060547,0.0058168648113334255,5,2,distance,10,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 2, 'knn_pca__weights': 'distance', 'pca__n_components': 10}",0.9135802469135802,0.8835725677830941,0.896551724137931,0.895800933125972,0.9155145929339478,0.9010040129789051,0.011995572417399528,4
1.092877197265625,0.021541844913269628,0.035605859756469724,0.003892160406527269,5,2,distance,20,"{'knn_pca__n_neighbors': 5, 'knn_pca__p': 2, 'knn_pca__weights': 'distance', 'pca__n_components': 20}",0.8727858293075684,0.8747967479674796,0.8803827751196173,0.9001584786053882,0.9004739336492891,0.8857195529298686,0.012175749648027524,13
0.886773681640625,0.032142013027849456,0.044007062911987305,0.007510979985768667,10,1,uniform,5,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 1, 'knn_pca__weights': 'uniform', 'pca__n_components': 5}",0.8688783570300158,0.8675078864353313,0.8482003129890454,0.8692913385826772,0.904320987654321,0.8716397765382782,0.01815314367178271,30
0.8751072883605957,0.017153052075752746,0.05177984237670898,0.005692635302221536,10,1,uniform,10,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 1, 'knn_pca__weights': 'uniform', 'pca__n_components': 10}",0.8871224165341812,0.8688524590163934,0.88,0.8792270531400966,0.9047619047619048,0.8839927666905153,0.011908273865922,15
1.102172327041626,0.048048949237704607,0.058456802368164064,0.006908751379375807,10,1,uniform,20,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 1, 'knn_pca__weights': 'uniform', 'pca__n_components': 20}",0.8414023372287145,0.8338983050847457,0.8466666666666667,0.8701298701298701,0.8688524590163934,0.852189927625278,0.014703356506418758,36
0.8576323509216308,0.015822839056736104,0.029647636413574218,0.007280893698996247,10,1,distance,5,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 1, 'knn_pca__weights': 'distance', 'pca__n_components': 5}",0.8751926040061633,0.8769230769230769,0.8567073170731707,0.8875192604006163,0.9110105580693816,0.8814705632944818,0.017790496319799752,20
0.893000316619873,0.020770629084717735,0.042723894119262695,0.007077873023140345,10,1,distance,10,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 1, 'knn_pca__weights': 'distance', 'pca__n_components': 10}",0.8996865203761756,0.8838709677419355,0.8924050632911392,0.8934169278996865,0.911353032659409,0.8961465023936693,0.009120394558366272,8
1.0329382419586182,0.032684605955283566,0.06035294532775879,0.01242192400550415,10,1,distance,20,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 1, 'knn_pca__weights': 'distance', 'pca__n_components': 20}",0.8664495114006515,0.8609271523178808,0.8660130718954249,0.8828250401284109,0.8945686900958466,0.8741566931676429,0.012589915225604542,29
0.858409833908081,0.011456238381607592,0.03861932754516602,0.005886034445021388,10,2,uniform,5,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 2, 'knn_pca__weights': 'uniform', 'pca__n_components': 5}",0.8710691823899371,0.8657187993680885,0.8575899843505478,0.881619937694704,0.9003115264797508,0.8752618860566056,0.014757063959007641,28
0.8682839870452881,0.0190312295424348,0.04945826530456543,0.00925911740044216,10,2,uniform,10,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 2, 'knn_pca__weights': 'uniform', 'pca__n_components': 10}",0.89171974522293,0.8794788273615635,0.8774193548387097,0.8881789137380192,0.8928,0.8859193682322445,0.006321768851316384,12
1.0428878307342528,0.017544275917737603,0.029595565795898438,0.0036699622535017575,10,2,uniform,20,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 2, 'knn_pca__weights': 'uniform', 'pca__n_components': 20}",0.8524046434494196,0.8239316239316239,0.8608837970540099,0.8729641693811075,0.8813008130081301,0.8582970093648582,0.019832759402591445,35
0.8717963695526123,0.016144584767079074,0.027581501007080077,0.003349348832481493,10,2,distance,5,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 2, 'knn_pca__weights': 'distance', 'pca__n_components': 5}",0.8827160493827161,0.8738461538461538,0.851063829787234,0.890937019969278,0.9090909090909091,0.8815307924152581,0.019166280096918044,18
0.8149868488311768,0.031065559652965584,0.02649526596069336,0.003148841640562059,10,2,distance,10,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 2, 'knn_pca__weights': 'distance', 'pca__n_components': 10}",0.9161490683229814,0.8852988691437803,0.8938193343898574,0.9028213166144201,0.9090909090909091,0.9014358995123896,0.010912485528292687,3
0.8288454532623291,0.07524387184077566,0.021949577331542968,0.0025588199617369712,10,2,distance,20,"{'knn_pca__n_neighbors': 10, 'knn_pca__p': 2, 'knn_pca__weights': 'distance', 'pca__n_components': 20}",0.8752025931928687,0.8794788273615635,0.8715447154471545,0.8931419457735247,0.8906752411575563,0.8820086645865336,0.008500310761872513,17
