mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ada_boost_pca__estimator,param_ada_boost_pca__learning_rate,param_ada_boost_pca__n_estimators,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.7816012382507322,0.04073921669000917,0.037172985076904294,0.008215964610176298,DecisionTreeClassifier(max_depth=2),0.05,200,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 12}",0.8817204301075269,0.8717948717948718,0.8585055643879174,0.8822605965463108,0.9,0.8788562925673254,0.01364452076246622,327
3.2332980155944826,0.045636803788053744,0.03763704299926758,0.004670779239612384,DecisionTreeClassifier(max_depth=2),0.05,200,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 15}",0.8761609907120743,0.8695652173913043,0.8598726114649682,0.8775834658187599,0.89937106918239,0.8765106709138994,0.013030236536656938,333
4.005385160446167,0.06165760585354123,0.03168320655822754,0.003940922990930151,DecisionTreeClassifier(max_depth=2),0.05,200,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 20}",0.8761609907120743,0.875,0.8652931854199684,0.8757961783439491,0.8962264150943396,0.8776953539140662,0.010103861468041405,330
2.7457320213317873,0.05592143599749777,0.03561577796936035,0.001505805907841289,DecisionTreeClassifier(max_depth=2),0.05,300,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 8}",0.8854961832061069,0.8822605965463108,0.8728414442700158,0.8798751950078003,0.906832298136646,0.8854611434333759,0.011466739800832512,320
3.2069639682769777,0.027831093747914294,0.03923721313476562,0.0032573095592579697,DecisionTreeClassifier(max_depth=2),0.05,300,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 10}",0.8902439024390244,0.8836477987421384,0.871875,0.884375,0.906832298136646,0.8873947998635618,0.01140137817131411,319
3.670585775375366,0.0676008775427983,0.04135417938232422,0.007131790501044388,DecisionTreeClassifier(max_depth=2),0.05,300,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 12}",0.8834355828220859,0.879746835443038,0.8736349453978159,0.8861154446177847,0.9149922720247295,0.8875850160610907,0.014328828722543456,318
4.730439233779907,0.21657469231744342,0.049675607681274415,0.010187656458784916,DecisionTreeClassifier(max_depth=2),0.05,300,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 15}",0.8936825885978429,0.8853503184713376,0.8833592534992224,0.895800933125972,0.9119010819165378,0.8940188351221826,0.01011764346809075,315
6.814641380310059,0.14009575726148493,0.050492286682128906,0.008551064647808911,DecisionTreeClassifier(max_depth=2),0.05,300,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 20}",0.8902439024390244,0.8839427662957074,0.8794992175273866,0.8892355694227769,0.9135802469135802,0.891300340519695,0.011791301644537146,317
4.307922649383545,0.10186898767221697,0.05061211585998535,0.009042344080889593,DecisionTreeClassifier(max_depth=2),0.05,400,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 8}",0.8966565349544073,0.8875,0.881619937694704,0.8868217054263566,0.9107692307692308,0.8926734817689397,0.010261675118011059,316
4.468489122390747,0.19759594250728574,0.047048330307006836,0.0077208689560919275,DecisionTreeClassifier(max_depth=2),0.05,400,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 10}",0.8946564885496183,0.892018779342723,0.884080370942813,0.891640866873065,0.9127105666156202,0.8950214144647679,0.009520395241635385,314
5.017734003067017,0.03811684116012611,0.05177340507507324,0.00925130773456007,DecisionTreeClassifier(max_depth=2),0.05,400,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 12}",0.891271056661562,0.8923556942277691,0.8878648233486943,0.8947368421052632,0.9237804878048781,0.8980017808296334,0.013077770504961467,309
6.137479829788208,0.12544261598417897,0.06207375526428223,0.009269118205718031,DecisionTreeClassifier(max_depth=2),0.05,400,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 15}",0.8940092165898618,0.8916797488226059,0.8919753086419753,0.9037267080745341,0.9202453987730062,0.9003272761803967,0.010887981566601163,306
8.022824001312255,0.09960376829256645,0.06276555061340332,0.016883016559048634,DecisionTreeClassifier(max_depth=2),0.05,400,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.05, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 20}",0.8960244648318043,0.8982785602503912,0.8950617283950617,0.9003115264797508,0.9202453987730062,0.9019843357460029,0.009310639501028225,302
1.0987020015716553,0.041457689104559985,0.023200607299804686,0.00214283864976345,DecisionTreeClassifier(max_depth=2),0.1,50,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 8}",0.8571428571428571,0.8330578512396695,0.8132231404958677,0.8456591639871383,0.8474025974025974,0.839297122053626,0.015122338335295717,339
1.253671646118164,0.013019040153616991,0.023227691650390625,0.007242237094562163,DecisionTreeClassifier(max_depth=2),0.1,50,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 10}",0.8571428571428571,0.8398692810457516,0.8204283360790774,0.8478964401294499,0.8543689320388349,0.8439411692871941,0.013176498510620938,336
1.3622727394104004,0.05032370645525061,0.019669628143310545,0.0033544000044672027,DecisionTreeClassifier(max_depth=2),0.1,50,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 12}",0.8548644338118022,0.8305647840531561,0.8047138047138047,0.8478964401294499,0.8469055374592834,0.8369890000334992,0.017998888191289773,340
1.5649495124816895,0.08723852663347001,0.02849106788635254,0.009965412266611299,DecisionTreeClassifier(max_depth=2),0.1,50,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 15}",0.8557844690966719,0.831973898858075,0.8047138047138047,0.8470209339774557,0.8450244698205547,0.8369035152933124,0.01780607236410892,341
1.8942491054534911,0.03206202055291796,0.03116607666015625,0.007094110431276894,DecisionTreeClassifier(max_depth=2),0.1,50,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 20}",0.8416,0.8360655737704918,0.8047138047138047,0.8488745980707395,0.8506493506493507,0.8363806654408773,0.01667227959486436,342
1.6042634010314942,0.04506637733122497,0.029245567321777344,0.0032338365562308135,DecisionTreeClassifier(max_depth=2),0.1,100,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 8}",0.8834355828220859,0.8744038155802861,0.8535031847133758,0.8808777429467085,0.8982785602503912,0.8780997772625696,0.014574111945286955,329
1.6869664192199707,0.10072675861573953,0.0374082088470459,0.009939086893723087,DecisionTreeClassifier(max_depth=2),0.1,100,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 10}",0.8775193798449612,0.8740031897926634,0.8553259141494436,0.8751974723538705,0.890625,0.8745341912281879,0.011291636645931961,335
1.9638591766357423,0.02520964272542981,0.033978843688964845,0.009644108323544714,DecisionTreeClassifier(max_depth=2),0.1,100,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 12}",0.884437596302003,0.879746835443038,0.8621236133122029,0.8836477987421384,0.897196261682243,0.8814304210963251,0.011296980863818157,323
2.257553720474243,0.04039126416370183,0.03154082298278808,0.004806297843081499,DecisionTreeClassifier(max_depth=2),0.1,100,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 15}",0.885145482388974,0.8659127625201939,0.8598726114649682,0.8807631160572337,0.9003115264797508,0.8784010997822239,0.014355459328006406,328
2.594110536575317,0.011244362314111632,0.026404047012329103,0.004713023226412059,DecisionTreeClassifier(max_depth=2),0.1,100,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 20}",0.8885496183206106,0.8704,0.8594249201277955,0.8769716088328076,0.8892405063291139,0.8769173307220655,0.011275049854169468,332
2.1538734912872313,0.03505984602346547,0.040802717208862305,0.008853081779945272,DecisionTreeClassifier(max_depth=2),0.1,200,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 8}",0.9016641452344932,0.8892355694227769,0.8926380368098159,0.8875192604006163,0.9174311926605505,0.8976976409056506,0.011008650221958667,311
2.5094910144805906,0.0904867439660306,0.03835783004760742,0.0064765993280562015,DecisionTreeClassifier(max_depth=2),0.1,200,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 10}",0.8966565349544073,0.8861154446177847,0.8861538461538462,0.8964451313755796,0.9127105666156202,0.8956163047434476,0.009734344221565954,313
2.9436161041259767,0.05215185473081368,0.03183903694152832,0.00888869781807164,DecisionTreeClassifier(max_depth=2),0.1,200,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 12}",0.899390243902439,0.896124031007752,0.8888888888888888,0.9054263565891473,0.9174311926605505,0.9014521426097556,0.009608329312188597,303
3.37731614112854,0.04904390406017948,0.0348477840423584,0.010473765034505467,DecisionTreeClassifier(max_depth=2),0.1,200,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 15}",0.8990825688073395,0.889937106918239,0.8881987577639752,0.8985959438377535,0.9135802469135802,0.8978789248481774,0.009003027228923703,310
4.309860420227051,0.0503700517571686,0.040596723556518555,0.004346870831974894,DecisionTreeClassifier(max_depth=2),0.1,200,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 20}",0.900459418070444,0.8878357030015798,0.8885448916408669,0.9020217729393468,0.916923076923077,0.899156972515063,0.010642606030569435,308
2.903178310394287,0.01746435651741247,0.04373459815979004,0.0039541324947579524,DecisionTreeClassifier(max_depth=2),0.1,300,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 8}",0.9033232628398792,0.8978328173374613,0.9010654490106544,0.9024390243902439,0.9174311926605505,0.9044183492477579,0.006768488832223277,295
3.3302430152893066,0.09797966190676131,0.035178327560424806,0.0087107266287685,DecisionTreeClassifier(max_depth=2),0.1,300,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 10}",0.9044006069802731,0.8984615384615384,0.899390243902439,0.9032258064516129,0.916030534351145,0.9043017460294017,0.006276348819780622,296
3.875223970413208,0.09296615255653655,0.044290018081665036,0.007129796621386487,DecisionTreeClassifier(max_depth=2),0.1,300,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 12}",0.9033232628398792,0.8967642526964561,0.8943338437978561,0.9062980030721967,0.9151515151515152,0.9031741755115806,0.007382083253591883,299
4.573929023742676,0.08917709222606132,0.04172482490539551,0.006906471650690193,DecisionTreeClassifier(max_depth=2),0.1,300,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 15}",0.8996960486322189,0.9006211180124224,0.9079754601226994,0.9188361408882083,0.9270516717325228,0.9108360878776145,0.01061673474111322,258
5.815326166152954,0.12481719729345925,0.04400558471679687,0.00563717435245381,DecisionTreeClassifier(max_depth=2),0.1,300,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 300, 'pca__n_components': 20}",0.9030303030303031,0.9023255813953488,0.901840490797546,0.9171779141104295,0.928462709284627,0.910567399723651,0.010628596709510723,259
3.5498847007751464,0.07447191394830315,0.05055809020996094,0.008481014171647419,DecisionTreeClassifier(max_depth=2),0.1,400,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 8}",0.9066265060240963,0.9009287925696594,0.9068702290076336,0.9010654490106544,0.9127105666156202,0.9056403086455328,0.004372677933308905,292
4.121958589553833,0.059606062068225024,0.048145198822021486,0.008675309771612112,DecisionTreeClassifier(max_depth=2),0.1,400,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 10}",0.9039039039039038,0.8970814132104454,0.9057750759878419,0.9101978691019786,0.9165402124430956,0.906699694929453,0.006484685317724433,287
4.739419460296631,0.06221241842585704,0.048899602890014646,0.008596612685018183,DecisionTreeClassifier(max_depth=2),0.1,400,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 12}",0.9063444108761329,0.9021406727828746,0.9066265060240963,0.9129770992366413,0.9170437405731523,0.9090264858985794,0.005296254721068482,265
5.6337477684021,0.07349039641838268,0.0548647403717041,0.006121190007432235,DecisionTreeClassifier(max_depth=2),0.1,400,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 15}",0.9030303030303031,0.9062980030721967,0.9085365853658537,0.9251908396946565,0.926829268292683,0.9139769998911387,0.009993260536177141,233
7.24900450706482,0.07251211974786527,0.054925966262817386,0.008647815618176185,DecisionTreeClassifier(max_depth=2),0.1,400,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.1, 'ada_boost_pca__n_estimators': 400, 'pca__n_components': 20}",0.9044006069802731,0.9046153846153846,0.908256880733945,0.9209726443768997,0.926829268292683,0.9130149569998371,0.009182146994466773,242
0.9667315006256103,0.061438458671366734,0.020272111892700194,0.006396626215277345,DecisionTreeClassifier(max_depth=2),0.2,50,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 8}",0.8875192604006163,0.8742138364779874,0.8639240506329114,0.8736349453978159,0.9026275115919629,0.880383920900259,0.013418169308619273,325
1.1097947120666505,0.02711636388350818,0.018155765533447266,0.0035534894919723157,DecisionTreeClassifier(max_depth=2),0.2,50,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 10}",0.8793893129770992,0.8789808917197452,0.8580441640378549,0.878125,0.9119010819165378,0.8812880901302474,0.017299531928066155,324
1.2137392997741698,0.0316953488038242,0.020885753631591796,0.004320285663766563,DecisionTreeClassifier(max_depth=2),0.2,50,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 12}",0.8831562974203339,0.8722044728434505,0.8557844690966719,0.8881987577639752,0.9082426127527217,0.8815173219754306,0.01738089680120712,322
1.384196138381958,0.05098280233328298,0.02444324493408203,0.0077183661159134715,DecisionTreeClassifier(max_depth=2),0.2,50,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 15}",0.8775193798449612,0.8789808917197452,0.8643533123028391,0.8808777429467085,0.90625,0.8815962653628509,0.013631606736333512,321
1.6662714958190918,0.029646636556800363,0.024901628494262695,0.005038992765783118,DecisionTreeClassifier(max_depth=2),0.2,50,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 50, 'pca__n_components': 20}",0.8807339449541285,0.8653846153846154,0.86875,0.8861154446177847,0.8964451313755796,0.8794858272664217,0.01137743190254107,326
1.4525792598724365,0.028169976726533437,0.023127317428588867,0.0033929150015654347,DecisionTreeClassifier(max_depth=2),0.2,100,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 8}",0.8942598187311178,0.890625,0.8957055214723927,0.8923076923076924,0.9141104294478528,0.8974016923918111,0.008529978388317436,312
1.5659127712249756,0.03190460273494188,0.026917409896850587,0.003486950265048641,DecisionTreeClassifier(max_depth=2),0.2,100,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 10}",0.9022556390977443,0.8923556942277691,0.8888888888888888,0.9001536098310292,0.9157733537519143,0.8998854371594691,0.009335274714149104,307
1.8011625766754151,0.023763481735855428,0.02298736572265625,0.003339902562856767,DecisionTreeClassifier(max_depth=2),0.2,100,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 12}",0.8966565349544073,0.8909657320872274,0.8827160493827161,0.9085365853658537,0.9242424242424242,0.9006234652065258,0.014492457229269331,305
2.0318138122558596,0.03722759459419826,0.02556638717651367,0.004692907634067466,DecisionTreeClassifier(max_depth=2),0.2,100,15,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 15}",0.9027355623100304,0.8940809968847352,0.891271056661562,0.9121725731895224,0.9202453987730062,0.9041011175637713,0.010887279127579927,297
2.5010355949401855,0.049306317299623766,0.029555845260620116,0.004299342457754414,DecisionTreeClassifier(max_depth=2),0.2,100,20,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 100, 'pca__n_components': 20}",0.8865030674846626,0.9006211180124224,0.8888888888888888,0.9115853658536586,0.9171779141104295,0.9009552708700124,0.012089238917362214,304
2.1133800029754637,0.045234025164951244,0.0344235897064209,0.00333874861267632,DecisionTreeClassifier(max_depth=2),0.2,200,8,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 8}",0.9049773755656109,0.9032258064516129,0.9093655589123867,0.9041095890410958,0.9146341463414634,0.907262495262434,0.004247859756900614,284
2.437635564804077,0.02614661209154402,0.030457448959350587,0.002376190576633476,DecisionTreeClassifier(max_depth=2),0.2,200,10,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 10}",0.9025487256371814,0.8987730061349694,0.9041095890410958,0.91324200913242,0.9193302891933028,0.9076007238277939,0.007550445166120882,283
2.7816688060760497,0.045706483253184875,0.03146061897277832,0.003090314060203107,DecisionTreeClassifier(max_depth=2),0.2,200,12,"{'ada_boost_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_pca__learning_rate': 0.2, 'ada_boost_pca__n_estimators': 200, 'pca__n_components': 12}",0.9022556390977443,0.9065849923430321,0.9063444108761329,0.9200603318250377,0.9270516717325228,0.9124594091748939,0.009452270127116448,248
