,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__n_neighbors,param_knn__p,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
49,0.24053940773010254,0.018871224885195045,221.46720509529115,0.2814510534735375,3,1.4,distance,"{'knn__n_neighbors': 3, 'knn__p': 1.4, 'knn__weights': 'distance'}",0.4595744680851064,0.4246575342465753,0.46220302375809935,0.5148936170212766,0.41964285714285715,0.456194300050783,0.03412833334745313,230
50,0.2458547592163086,0.030452884364471723,220.49708762168885,0.9313739612069896,3,1.5,uniform,"{'knn__n_neighbors': 3, 'knn__p': 1.5, 'knn__weights': 'uniform'}",0.4602510460251046,0.45089285714285715,0.4686192468619247,0.502092050209205,0.41409691629955947,0.4591904233077302,0.028400180293492783,227
51,0.24777936935424805,0.029715040782302155,219.77833957672118,0.27402809681802404,3,1.5,distance,"{'knn__n_neighbors': 3, 'knn__p': 1.5, 'knn__weights': 'distance'}",0.4602510460251046,0.45089285714285715,0.4686192468619247,0.502092050209205,0.41409691629955947,0.4591904233077302,0.028400180293492783,227
52,0.24602351188659669,0.04717191778551678,364.1244981765747,17.691330800996802,3,1.7,uniform,"{'knn__n_neighbors': 3, 'knn__p': 1.7, 'knn__weights': 'uniform'}",0.49019607843137253,0.4668094218415418,0.5098039215686274,0.5180722891566265,0.45322245322245325,0.48762083284412433,0.02466728949544743,199
53,0.2867293834686279,0.06823286546459041,434.0765833377838,42.882549429636704,3,1.7,distance,"{'knn__n_neighbors': 3, 'knn__p': 1.7, 'knn__weights': 'distance'}",0.49019607843137253,0.4668094218415418,0.5098039215686274,0.5180722891566265,0.45322245322245325,0.48762083284412433,0.02466728949544743,199
54,0.21096625328063964,0.034879396751109806,461.93693108558654,21.667441073421347,3,1.8,uniform,"{'knn__n_neighbors': 3, 'knn__p': 1.8, 'knn__weights': 'uniform'}",0.497131931166348,0.47478991596638653,0.5207547169811321,0.5185185185185185,0.4767676767676768,0.4975925518800124,0.019637870411136783,179
55,0.27120513916015626,0.04505554925341603,280.8942876338959,82.22574588890923,3,1.8,distance,"{'knn__n_neighbors': 3, 'knn__p': 1.8, 'knn__weights': 'distance'}",0.497131931166348,0.47478991596638653,0.5207547169811321,0.5185185185185185,0.4767676767676768,0.4975925518800124,0.019637870411136783,179
56,0.32306995391845705,0.11544138703990744,238.95170664787292,3.589515560145241,3,1.9,uniform,"{'knn__n_neighbors': 3, 'knn__p': 1.9, 'knn__weights': 'uniform'}",0.5352622061482821,0.49696969696969695,0.5228519195612431,0.5290806754221389,0.49609375,0.5160516496202722,0.01641635368127345,165
57,0.3265524387359619,0.09889694490512206,230.33796639442443,0.9452782636506984,3,1.9,distance,"{'knn__n_neighbors': 3, 'knn__p': 1.9, 'knn__weights': 'distance'}",0.5352622061482821,0.49696969696969695,0.5228519195612431,0.5290806754221389,0.49609375,0.5160516496202722,0.01641635368127345,165
58,0.2601891040802002,0.050559983432596774,1.6985455989837646,0.1503261864750387,3,2.0,uniform,"{'knn__n_neighbors': 3, 'knn__p': 2.0, 'knn__weights': 'uniform'}",0.5591766723842195,0.5137254901960784,0.534965034965035,0.5605786618444847,0.5171102661596958,0.5371112251099027,0.01994563430343951,139
59,0.3012256145477295,0.05424937547521652,1.647292184829712,0.17238164107421608,3,2.0,distance,"{'knn__n_neighbors': 3, 'knn__p': 2.0, 'knn__weights': 'distance'}",0.5591766723842195,0.5137254901960784,0.534965034965035,0.5605786618444847,0.5171102661596958,0.5371112251099027,0.01994563430343951,139
