,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logit_13__C,param_logit_13__class_weight,param_logit_13__l1_ratio,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10,2.551277208328247,0.06709511822596886,0.09948396682739258,0.020576806431765904,0.05,balanced,0.0,70,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0, 'pca__n_components': 70}",0.9437229437229437,0.9550072568940493,0.9450222882615156,0.9533527696793003,0.9358600583090378,0.9465930633733693,0.00696268053147118,119
11,2.9822015285491945,0.14204964505241421,0.11568422317504883,0.05237658516361193,0.05,balanced,0.0,80,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0, 'pca__n_components': 80}",0.9381294964028777,0.9472140762463344,0.9434523809523809,0.9533527696793003,0.9329446064139941,0.9430186659389775,0.00707069912443339,1193
12,3.153391170501709,0.026297048301326335,0.1141578197479248,0.02838955360317045,0.05,balanced,0.0,90,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0, 'pca__n_components': 90}",0.9449275362318841,0.9487554904831625,0.9410029498525073,0.9476744186046512,0.9302325581395349,0.9425185906623479,0.006701167989516078,1330
13,3.4046676635742186,0.10228123745401685,0.11825003623962402,0.04837355009844706,0.05,balanced,0.0,100,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0, 'pca__n_components': 100}",0.9423631123919308,0.9521044992743106,0.9420505200594353,0.9504373177842566,0.9300291545189504,0.9433969208057768,0.007835404810292323,1035
14,6.213227462768555,0.08965729158738907,0.1316744327545166,0.032151365551609155,0.05,balanced,0.0,200,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0, 'pca__n_components': 200}",0.9408369408369408,0.9502923976608187,0.9404761904761905,0.953757225433526,0.9298245614035088,0.9430374631621969,0.00840869272709952,1183
15,25.737725925445556,0.16318149320529488,0.43187527656555175,0.07378467633473185,0.05,balanced,0.0,1000,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0, 'pca__n_components': 1000}",0.9333333333333333,0.9472140762463344,0.9417040358744395,0.9519650655021834,0.9309838472834068,0.9410400716479395,0.00798042775683083,1769
16,76.92139139175416,1.3739491051285617,1.045271348953247,0.09823966338505125,0.05,balanced,0.0,2000,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0, 'pca__n_components': 2000}",0.9372262773722628,0.9470588235294117,0.9317507418397626,0.9501466275659824,0.9352941176470588,0.9402953175908957,0.007074377772133141,1906
17,1.1838975906372071,0.0508225225644676,0.061695432662963866,0.020173287495680092,0.05,balanced,0.2,8,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 8}",0.9313868613138686,0.9329446064139941,0.9380530973451328,0.9385964912280702,0.9064748201438849,0.9294911752889901,0.01184470939999462,2377
18,1.1923665523529052,0.04180812503275663,0.05873918533325195,0.01876371937247611,0.05,balanced,0.2,10,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 10}",0.9319826338639653,0.9374090247452693,0.9323529411764706,0.9536231884057971,0.9062049062049062,0.9323145388792817,0.015243601181801155,2299
19,1.3687301635742188,0.05162668356456656,0.0531926155090332,0.016627864570686723,0.05,balanced,0.2,12,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 12}",0.9335260115606936,0.9430656934306569,0.9406528189910979,0.9522431259044862,0.9101449275362319,0.9359265154846332,0.014212602002472804,2042
20,1.5785109519958496,0.10207786864774196,0.09751200675964355,0.046517166592933194,0.05,balanced,0.2,15,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 15}",0.9377713458755427,0.956268221574344,0.9380530973451328,0.9575402635431918,0.9255474452554745,0.943036074718737,0.012197219336105226,1185
21,1.7887454509735108,0.04663763074785308,0.06882376670837402,0.022988968762367556,0.05,balanced,0.2,25,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 25}",0.9450867052023122,0.9492017416545718,0.9451851851851852,0.9575402635431918,0.9374090247452693,0.9468845840661061,0.006554681896419043,76
22,1.8915902137756349,0.09631712702504547,0.07752289772033691,0.025692906107727745,0.05,balanced,0.2,30,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 30}",0.9435600578871202,0.9521044992743106,0.9453471196454948,0.956140350877193,0.9327485380116959,0.9459801131391629,0.00802583908342859,228
23,2.2760629177093508,0.11068774657550529,0.07681264877319335,0.03242554052718668,0.05,balanced,0.2,35,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 35}",0.9435600578871202,0.9534883720930233,0.9467455621301775,0.9590643274853801,0.9346879535558781,0.9475092546303158,0.008364624279802517,22
24,2.2290320873260496,0.027988341934883927,0.05074319839477539,0.005474149569083882,0.05,balanced,0.2,40,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 40}",0.9435600578871202,0.9548762736535662,0.9408284023668639,0.956140350877193,0.931185944363104,0.9453182058295695,0.00928919498597946,389
25,2.4671061515808104,0.06302647908038367,0.04354605674743652,0.008915845171988818,0.05,balanced,0.2,45,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 45}",0.943884892086331,0.948905109489051,0.943952802359882,0.956140350877193,0.9325513196480938,0.9450868948921102,0.007702327897948879,462
26,2.918834161758423,0.08212926325072017,0.06224212646484375,0.008766159187759097,0.05,balanced,0.2,60,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 60}",0.9406657018813314,0.9475218658892128,0.9467455621301775,0.9577874818049491,0.9317851959361393,0.944901161528362,0.008559145132964328,515
27,2.906955671310425,0.06966478766000038,0.07720260620117188,0.01207997969861972,0.05,balanced,0.2,70,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 70}",0.9421965317919075,0.9505813953488372,0.9450222882615156,0.9548762736535662,0.9317851959361393,0.944892336998393,0.007888292285624168,520
28,3.2608592033386232,0.07498056264811141,0.06442642211914062,0.01734190669779452,0.05,balanced,0.2,80,"{'logit_13__C': 0.05, 'logit_13__class_weight': 'balanced', 'logit_13__l1_ratio': 0.2, 'pca__n_components': 80}",0.9481268011527377,0.9475218658892128,0.9465875370919882,0.9575402635431918,0.9372262773722628,0.9474005490098787,0.0064425579161063945,35
