,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,3.063438081741333,0.18324479299113483,0.1190767765045166,0.04565574482865032,5,{'pca__n_components': 5},0.9052511415525114,0.912,0.92,0.9062857142857143,0.8765714285714286,0.9040216568819309,0.014690908960918053,8
1,2.5648300647735596,0.418192450352027,0.07494511604309081,0.028141170606255546,6,{'pca__n_components': 6},0.9212328767123288,0.92,0.9222857142857143,0.9211428571428572,0.896,0.91613228962818,0.01009212246884947,7
2,2.2988750457763674,0.1778911208515689,0.10228910446166992,0.03534710454021256,7,{'pca__n_components': 7},0.9292237442922374,0.9245714285714286,0.9291428571428572,0.9211428571428572,0.9085714285714286,0.9225304631441619,0.007608802841631304,6
3,2.2192071437835694,0.07796040946207553,0.09368505477905273,0.04598180331042013,8,{'pca__n_components': 8},0.9269406392694064,0.9337142857142857,0.9348571428571428,0.9348571428571428,0.9108571428571428,0.9282452707110241,0.00918033643305649,4
4,2.466046094894409,0.07702243489517827,0.1006864070892334,0.054582003492903854,9,{'pca__n_components': 9},0.928082191780822,0.9257142857142857,0.9337142857142857,0.9348571428571428,0.9154285714285715,0.9275592954990216,0.0069566432812546,5
5,2.3342751026153565,0.14571341250045836,0.08424320220947265,0.013036170836820295,10,{'pca__n_components': 10},0.9315068493150684,0.9405714285714286,0.9337142857142857,0.9268571428571428,0.92,0.9305299412915851,0.00687451783653602,2
6,2.351641893386841,0.054960147068465824,0.10201988220214844,0.03936902359032861,11,{'pca__n_components': 11},0.9360730593607306,0.9337142857142857,0.9371428571428572,0.9245714285714286,0.9154285714285715,0.9293860404435748,0.00826570702616885,3
7,1.9972970008850097,0.23355610533133458,0.0549410343170166,0.01875879798651486,12,{'pca__n_components': 12},0.9440639269406392,0.9405714285714286,0.936,0.9337142857142857,0.9165714285714286,0.9341842139595565,0.009509293977107997,1
