mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ada_boost_no_pca__estimator,param_ada_boost_no_pca__learning_rate,param_ada_boost_no_pca__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
65.25458960533142,0.2363884142638201,0.20331592559814454,0.017838414361738445,DecisionTreeClassifier(max_depth=2),0.05,50,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 0.05, 'ada_boost_no_pca__n_estimators': 50}",0.884437596302003,0.8916797488226059,0.8691588785046729,0.8813559322033898,0.8751926040061633,0.880364951967767,0.007719097971434499,24
131.20665640830993,0.9709215926305335,0.3131227970123291,0.04162338678559159,DecisionTreeClassifier(max_depth=2),0.05,100,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 0.05, 'ada_boost_no_pca__n_estimators': 100}",0.91350531107739,0.9082426127527217,0.8824427480916031,0.8953846153846153,0.8899082568807339,0.8978967088374128,0.011485791854490541,23
268.8751242160797,1.2387578781443418,0.7812967300415039,0.04542980649706963,DecisionTreeClassifier(max_depth=2),0.05,200,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 0.05, 'ada_boost_no_pca__n_estimators': 200}",0.918918918918919,0.9221374045801527,0.9120715350223547,0.9193302891933028,0.9253731343283582,0.9195662564086173,0.004404002931532592,20
67.85643138885499,0.8627028572250339,0.20575919151306152,0.0459950106017268,DecisionTreeClassifier(max_depth=2),0.1,50,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 0.1, 'ada_boost_no_pca__n_estimators': 50}",0.9167927382753404,0.9034267912772586,0.8865030674846626,0.8984615384615384,0.8967642526964561,0.9003896776390512,0.009879107507982527,22
135.35050644874573,0.8573596295145304,0.3607921600341797,0.07376222014767009,DecisionTreeClassifier(max_depth=2),0.1,100,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 0.1, 'ada_boost_no_pca__n_estimators': 100}",0.9186746987951807,0.9240121580547113,0.9088191330343797,0.9176829268292683,0.9329359165424739,0.9204249666512027,0.007933087712127999,19
265.857533121109,2.6203113879647812,0.5645266056060791,0.08305142619383708,DecisionTreeClassifier(max_depth=2),0.1,200,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 0.1, 'ada_boost_no_pca__n_estimators': 200}",0.9235382308845578,0.9432835820895522,0.9136904761904762,0.9305135951661632,0.9341317365269461,0.929031524171539,0.009968489150275704,12
66.40292296409606,0.44856000613412295,0.17733616828918458,0.015975266319798898,DecisionTreeClassifier(max_depth=2),0.5,50,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 0.5, 'ada_boost_no_pca__n_estimators': 50}",0.9319526627218935,0.9317507418397626,0.9136904761904762,0.93993993993994,0.9239940387481371,0.9282655718880418,0.008862407435670414,14
132.33687386512756,0.9397728931570518,0.3428706169128418,0.042602155441959375,DecisionTreeClassifier(max_depth=2),0.5,100,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 0.5, 'ada_boost_no_pca__n_estimators': 100}",0.9347181008902077,0.9285714285714286,0.9126506024096386,0.9404761904761905,0.9337349397590361,0.9300302524213004,0.009476271998388687,11
264.1099765300751,2.713252339386818,0.9429880619049072,0.162488343681993,DecisionTreeClassifier(max_depth=2),0.5,200,"{'ada_boost_no_pca__estimator': 'DecisionTreeClassifier(max_depth=2)', 'ada_boost_no_pca__learning_rate': 0.5, 'ada_boost_no_pca__n_estimators': 200, 'MODEL_NAME': 'ada_boost_no_pca', 'TIME_ELAPSED_MIN': 19.69327712059021}",0.9401459854014599,0.9359165424739195,0.9170437405731523,0.9373134328358209,0.95,0.9360839402568706,0.010716583481187689,1
64.59785232543945,0.17821888536458608,0.16993374824523927,0.02927712109618484,DecisionTreeClassifier(max_depth=2),1.0,50,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 1, 'ada_boost_no_pca__n_estimators': 50}",0.9158050221565731,0.8938714499252616,0.9056047197640118,0.9180327868852459,0.9244444444444444,0.9115516846351074,0.010717051017166955,21
132.17244782447816,0.7506107474304177,0.3261541843414307,0.06962072886648124,DecisionTreeClassifier(max_depth=2),1.0,100,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 1, 'ada_boost_no_pca__n_estimators': 100}",0.9271916790490342,0.9177877428998505,0.9118086696562033,0.9285714285714286,0.9345238095238095,0.9239766659400652,0.008112376873238958,18
246.3975212574005,16.894078385845436,0.36743998527526855,0.08880201299158623,DecisionTreeClassifier(max_depth=2),1.0,200,"{'ada_boost_no_pca__estimator': DecisionTreeClassifier(max_depth=2), 'ada_boost_no_pca__learning_rate': 1, 'ada_boost_no_pca__n_estimators': 200}",0.9287833827893175,0.9251497005988024,0.912332838038633,0.9269746646795827,0.9362962962962963,0.9259073764805263,0.007774089502684365,15
